1.33354e-13	-0.0217485
-2.12037e-16	-6.79845
9.69716e-14	1.18911
7.04952e-13	0.724559
-3.36432e-14	-0.0341546
5.65432e-16	0.236259
1.73164e-15	0.252697
-3.56841e-14	0.712467
-1	1.11743
-1	1.92299
6.58198e-16	-0.577762
3.71948e-15	2.56324
-2.94201e-15	13.5599
-1.85532e-16	1.36092
-6.80285e-16	1.54717
1	1.1665
-3.96279e-13	0.743848
1	0.510058
1	1.5708
-3.5283e-13	-15.9779
-4.72136e-14	-4.89029
1.02485e-15	0.4949
-9.71836e-16	0.179114
-3.39259e-15	-0.374533
5.93704e-15	-0.301505
-1.01601e-15	0.162183
-3.4456e-16	0.586179
1.19836e-13	123.453
1	5.69148
1.1077e-12	42.4477
-1.97901e-15	15.5956
-2.5091e-15	-11.5482
7.0679e-15	-31.3673
1.47984e-15	0.17927
-1.62672e-14	0.0802959
1.96311e-13	3.53376
2.82716e-16	1207.94
2.24787e-12	0.194015
-3.14522e-15	0.181391
1	0.22823
5.12423e-16	1.07259
3.07454e-15	0.398171
2.06736e-15	0.273516
-5.65432e-16	-0.536203
-6.27276e-16	-5.38979
-3.21589e-15	0.681493
-5.86636e-15	0.499245
-1.93208e-12	0.203581
-6.1314e-15	21.2847
1	17.4291
1.64505e-14	4.83486
1	-0.35209
1	2.02941
2.02319e-15	-9.15524
-6.8912e-16	-18.3266
1	0.657672
-3.18055e-16	0.445807
1	1.16733
2.12037e-16	0.231365
-2.22639e-15	0.459269
-4.09938e-15	1083.77
-3.67531e-15	1.97725
-1.84207e-15	0.741139
1.1291e-14	-9.19008
-6.9141e-12	1.1694
-3.00386e-16	-0.121051
4.84151e-15	0.276028
1	-2.56843
-1.45775e-16	0.515526
2.22639e-14	0.846273
-1.41358e-15	-108.915
-6.18441e-16	46.3817
-5.05355e-15	-146.08
1	0.378693
4.94046e-14	0.538864
5.47762e-16	0.165025
2.36103e-13	0.471209
-3.799e-15	0.531944
1.17504e-15	0.337374
-7.37712e-16	0.574872
-4.24074e-16	0.189598
4.59413e-16	8.59904
5.74267e-15	156.577
4.41744e-16	-15.1024
4.5588e-14	2.61113
7.50964e-15	3.23903
3.09751e-14	0.0819802
1.22098e-14	0.206441
-3.39047e-13	7.81704
4.88392e-14	0.090246
1.38708e-15	1.58618
