0.005	0
0.015	0
0.025	0
0.035	0
0.045	0
0.055	0
0.065	0
0.075	0
0.085	0
0.095	0
0.105	0
0.115	0
0.125	0
0.135	0
0.145	0
0.155	0
0.165	0
0.175	0
0.185	0
0.195	0
0.205	0
0.215	0.0378987786
0.225	0
0.235	0
0.245	0
0.255	0
0.265	0
0.275	0
0.285	0
0.295	0
0.305	0
0.315	0
0.325	0.02507149969
0.335	0
0.345	0
0.355	0.04590556281
0.365	0.04464787616
0.375	0.06518589919
0.385	0.02116425298
0.395	0.02062844911
0.405	0.1207146281
0.415	0.03926861397
0.425	0.1150339397
0.435	0.05619474068
0.445	0.03662129168
0.455	0.03581642813
0.465	0.03504618236
0.475	0.102925104
0.485	0.2016058738
0.495	0.09876651393
0.505	0.1936214827
0.515	0.2056836625
0.525	0.2638476872
0.535	0.2132249039
0.545	0.2541652033
0.555	0.2642671589
0.565	0.3893847961
0.575	0.3117586483
0.585	0.4178583282
0.595	0.2875848494
0.605	0.3905766687
0.615	0.2517341635
0.625	0.3520038556
0.635	0.3977879675
0.645	0.4547853432
0.655	0.4229619413
0.665	0.5146255199
0.675	0.4707870497
0.685	0.5709713798
0.695	0.5510318817
0.705	0.7050247962
0.715	0.5584106749
0.725	0.6855758363
0.735	0.6540761994
0.745	0.6015477274
0.755	0.6691267798
0.765	0.7242877688
0.775	0.7885391031
0.785	0.7265944177
0.795	0.7174548653
0.805	0.8097627229
0.815	0.8098248212
0.825	0.7703788086
0.835	0.888011501
0.845	0.8389309511
0.855	0.819588791
0.865	0.8572134142
0.875	0.6704835345
0.885	0.8930836471
0.895	0.9650426417
0.905	0.7743076423
0.915	0.9350436359
0.925	0.9777884879
0.935	1.037048396
0.945	0.8105125032
0.955	0.9385404334
0.965	0.9372583951
0.975	1.195074819
0.985	0.8437768677
0.995	0.9908911812
1.005	0.8918468795
1.015	1.051644433
1.025	0.969838988
1.035	1.07855896
1.045	1.02925104
1.055	1.112176479
1.065	1.002271455
1.075	1.000527755
1.085	1.141504225
1.095	1.004577214
1.105	1.024981899
1.115	1.110791107
1.125	1.028488632
1.135	0.94763642
1.145	1.088803775
1.155	1.107595906
1.165	1.021152498
1.175	0.9985924983
1.185	0.997041707
1.195	1.056884349
1.205	0.9061110469
1.215	1.146788967
1.225	1.037653089
1.235	0.9830666983
1.245	0.9424467353
1.255	0.9868781551
1.265	0.9082225085
1.275	1.060868555
1.285	1.014566524
1.295	1.05077656
1.305	1.080187793
1.315	0.9976168983
1.325	1.131528816
1.335	0.9216358406
1.345	1.072295925
1.355	1.070395762
1.365	1.026737606
1.375	1.108160286
1.385	1.000144663
1.395	0.9696110453
1.405	1.026503929
1.415	0.9789401822
1.425	0.9091717519
1.435	1.061826058
1.445	0.9924496763
1.455	0.9800285531
1.465	0.9510911913
1.475	0.9556915729
1.485	0.9821781107
1.495	0.9810586835
1.505	0.9691259099
1.515	0.9143236685
1.525	0.8495539321
1.535	1.072276192
1.545	1.007322552
1.555	1.095165027
1.565	0.7601550545
1.575	1.01917636
1.585	0.9870420067
1.595	0.9297675277
